Model,Repeat,Fold,Log loss,Brier,Macro AUC,Accuracy
D + Self-assessed knowledge,7,5,0.9712563683610365,0.5772503892210863,0.6260425160034936,0.551900245525908
D + Self-assessed knowledge,8,1,0.94204260857039,0.5615638006551154,0.6676539411571488,0.5517741360818653
D + Self-assessed knowledge,8,2,1.0139576170401952,0.6103465403655352,0.6118570051197681,0.5268782648689402
D + Self-assessed knowledge,8,3,0.9882488346717977,0.5941551592137708,0.6287673148860776,0.5221217639235686
D + Self-assessed knowledge,8,4,0.9402321759637857,0.5607882569531866,0.6659386610893702,0.5551728205044537
D + Self-assessed knowledge,8,5,0.9472488713432837,0.5595873665810266,0.6677643552220246,0.5649663254976949
D + Self-assessed knowledge,9,1,0.9323071100539867,0.5504051249180476,0.6652089462432684,0.5860951280412519
D + Self-assessed knowledge,9,2,1.001533637508922,0.5997593962801986,0.6323258417714478,0.516968976139635
D + Self-assessed knowledge,9,3,0.957553936858131,0.570036702512954,0.6423633535332499,0.5476002853399152
D + Self-assessed knowledge,9,4,0.9868847190736001,0.5887119166277065,0.6289303267968089,0.5669717107524755
D + Self-assessed knowledge,9,5,0.9890178060435406,0.5945278966243451,0.6359565470217396,0.5202233807450201
D + Self-assessed knowledge,10,1,0.9278254957506664,0.551645049460639,0.676607050740396,0.5651599263443757
D + Self-assessed knowledge,10,2,0.9879839746870992,0.5924830689994514,0.6265737950161075,0.5312334755717909
D + Self-assessed knowledge,10,3,1.0149390596556371,0.6139011575376575,0.616741553103592,0.49740775275947413
D + Self-assessed knowledge,10,4,0.9514724524793992,0.5655770617266284,0.6510644468143807,0.5706327421049587
D + Self-assessed knowledge,10,5,0.9739313131154671,0.578644707475508,0.6381417099080399,0.5601838964812443
E + Non-quiz DK propensity,1,1,0.951613129193897,0.5680136204044642,0.6704734511159455,0.528016469947154
E + Non-quiz DK propensity,1,2,0.9654413875458251,0.5759577924522279,0.6449061322387003,0.5396125245025428
E + Non-quiz DK propensity,1,3,0.9892524821062689,0.5928981602816278,0.6358140950932158,0.5531858309821794
E + Non-quiz DK propensity,1,4,0.9735998406921212,0.5826755353216899,0.6368214099927058,0.5390966069414751
E + Non-quiz DK propensity,1,5,0.9591942971157961,0.5746714312268897,0.6460578013844768,0.5401469981253618
E + Non-quiz DK propensity,2,1,1.0163927847143688,0.6143365531994506,0.609837789111224,0.48068667310343594
E + Non-quiz DK propensity,2,2,0.9583935478572093,0.5742476133669074,0.6640731076132996,0.5431275409886618
E + Non-quiz DK propensity,2,3,0.9457019821341649,0.5665039802355266,0.6534875779937558,0.556517408459682
E + Non-quiz DK propensity,2,4,0.9788614213077264,0.5842312643189298,0.631029867963422,0.5486883345167596
E + Non-quiz DK propensity,2,5,0.9380789934731627,0.5563882696303352,0.6621324306708938,0.5902909016347156
E + Non-quiz DK propensity,3,1,0.9675936591345367,0.5787025197587504,0.6418185587451154,0.5482345523079535
E + Non-quiz DK propensity,3,2,0.9742840845502597,0.5842170907350218,0.6457570200446897,0.5354850207192589
E + Non-quiz DK propensity,3,3,0.9616906083351279,0.5738196044839367,0.644658927088924,0.5534068598686509
E + Non-quiz DK propensity,3,4,0.9546662812382576,0.5700450328937814,0.6548123681057473,0.5589399043267863
E + Non-quiz DK propensity,3,5,0.9851053771183335,0.5911391131498521,0.6289229909306734,0.5302779266340745
E + Non-quiz DK propensity,4,1,0.9809385972847309,0.5886655821522924,0.6346357251054042,0.5206171956757747
E + Non-quiz DK propensity,4,2,0.9446405999241313,0.5607995267577706,0.6473588721847247,0.5525250953110182
E + Non-quiz DK propensity,4,3,0.9712358141681732,0.5843492359245835,0.6500095872988721,0.5483085029828635
E + Non-quiz DK propensity,4,4,0.9477085525704387,0.5637312479001743,0.6709635882147085,0.5618846892306698
E + Non-quiz DK propensity,4,5,0.9841804132522425,0.591237086752694,0.6367945764311481,0.5389205344436165
E + Non-quiz DK propensity,5,1,0.9754031972370748,0.585272998390988,0.6383190753332546,0.5310423214653212
E + Non-quiz DK propensity,5,2,0.9393589166834945,0.558397045772742,0.6660023009120586,0.5564187405052508
E + Non-quiz DK propensity,5,3,0.9519725646651683,0.5656166312633039,0.6568400035807926,0.5560534330463429
E + Non-quiz DK propensity,5,4,0.9469209233972745,0.5634873355951627,0.6815661346804648,0.5443423423865505
E + Non-quiz DK propensity,5,5,1.0074112177052903,0.6091457472644621,0.6216867657947747,0.5070815548623344
